[424, 24, 20, 4, 7, 6, 5, 3, 3, 3, 2, 2, 0, 0, 1, 0, 9, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 3, 4, 1, 0, 0, 0, 0, 5, 0, 0, 2, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 13, 1, 5, 4, 1, 3, 4, 3, 1, 0, 2, 0, 0, 3, 0, 1, 3, 8, 0, 2, 8, 6, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[774, 31, 8, 29, 14, 29, 9, 4, 4, 16, 3, 2, 4, 4, 3, 2, 27, 5, 11, 4, 0, 0, 0, 1, 12, 0, 0, 0, 3, 1, 0, 0, 25, 11, 0, 0, 12, 0, 2, 5, 4, 0, 0, 0, 1, 1, 4, 3, 5, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 3, 2, 2, 0, 0, 3, 4, 1, 0, 0, 0, 0, 4, 0, 1, 2, 1, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 15, 5, 8, 4, 3, 6, 11, 3, 4, 0, 7, 0, 1, 6, 5, 9, 3, 25, 0, 5, 10, 19, 8, 1, 0, 8, 3, 0, 0, 0, 1, 0, 1, 20, 1, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 1, 0, 0, 0, 0, 0, 1, 0, 6, 15, 0, 1, 3, 0, 0, 0, 1, 0, 2, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 4, 2, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 7, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 7, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1]
[1022, 47, 18, 41, 21, 8, 11, 5, 13, 1, 5, 3, 2, 1, 1, 1, 14, 2, 2, 1, 9, 0, 0, 1, 5, 0, 0, 0, 0, 2, 0, 2, 5, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 5, 1, 20, 2, 11, 1, 1, 2, 5, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 5, 4, 2, 1, 0, 3, 4, 1, 0, 0, 1, 1, 4, 0, 0, 2, 2, 0, 0, 1, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 14, 8, 10, 11, 3, 11, 9, 4, 5, 8, 10, 0, 0, 6, 3, 8, 8, 12, 0, 8, 16, 17, 6, 1, 0, 2, 4, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]
[1054, 48, 18, 42, 21, 8, 11, 5, 9, 1, 3, 7, 0, 2, 2, 1, 15, 2, 2, 1, 12, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 1, 14, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 5, 1, 24, 2, 11, 0, 3, 2, 5, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 6, 4, 3, 1, 1, 3, 4, 1, 0, 0, 0, 1, 4, 0, 1, 2, 3, 0, 0, 1, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17, 10, 14, 14, 3, 10, 14, 4, 8, 9, 13, 0, 0, 10, 3, 14, 8, 13, 0, 11, 20, 21, 10, 0, 1, 2, 7, 0, 0, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1052, 48, 18, 42, 21, 8, 11, 5, 9, 1, 3, 7, 0, 2, 2, 1, 15, 2, 2, 1, 12, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 1, 14, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 5, 1, 24, 2, 11, 2, 1, 2, 5, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 6, 4, 3, 1, 1, 3, 4, 1, 0, 0, 0, 1, 4, 0, 1, 2, 2, 0, 0, 1, 6, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17, 10, 14, 14, 3, 10, 14, 4, 8, 11, 13, 0, 0, 10, 3, 12, 10, 13, 0, 13, 20, 21, 10, 2, 1, 2, 7, 0, 0, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1233, 47, 23, 44, 34, 37, 15, 5, 4, 14, 4, 4, 4, 2, 5, 4, 42, 4, 11, 2, 3, 0, 0, 1, 16, 0, 0, 0, 3, 2, 0, 1, 30, 15, 0, 1, 18, 3, 2, 4, 8, 2, 0, 1, 3, 0, 19, 5, 7, 1, 2, 4, 6, 0, 1, 0, 3, 1, 1, 1, 2, 0, 1, 0, 5, 3, 2, 4, 0, 4, 3, 4, 0, 3, 0, 0, 4, 2, 1, 3, 4, 0, 1, 2, 2, 2, 0, 0, 2, 0, 0, 1, 1, 0, 0, 20, 3, 16, 10, 7, 18, 24, 6, 8, 7, 11, 1, 2, 3, 9, 13, 14, 28, 1, 11, 20, 27, 6, 4, 0, 8, 6, 0, 0, 1, 1, 1, 1, 18, 1, 0, 1, 7, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 24, 8, 0, 0, 0, 0, 0, 0, 0, 3, 13, 0, 0, 1, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 0, 2, 2, 0, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 7, 0, 0, 0, 1, 0, 0, 12, 0, 0, 0, 1, 0, 0]
[1239, 47, 24, 45, 31, 41, 15, 6, 4, 15, 4, 4, 4, 2, 5, 4, 35, 8, 11, 2, 3, 0, 0, 1, 18, 0, 0, 0, 2, 2, 0, 1, 34, 16, 0, 1, 19, 4, 4, 4, 8, 2, 0, 1, 4, 0, 19, 8, 10, 1, 2, 4, 9, 0, 1, 0, 3, 1, 1, 1, 3, 0, 1, 0, 5, 3, 2, 4, 0, 4, 3, 4, 0, 3, 0, 0, 4, 2, 1, 3, 3, 0, 1, 2, 2, 2, 0, 0, 1, 0, 0, 1, 1, 0, 0, 21, 2, 17, 10, 8, 18, 25, 6, 8, 6, 12, 1, 2, 3, 11, 13, 15, 23, 1, 12, 21, 29, 6, 5, 1, 8, 6, 0, 0, 1, 1, 1, 1, 21, 0, 1, 1, 5, 3, 2, 0, 3, 0, 0, 0, 0, 0, 0, 27, 11, 1, 0, 0, 0, 0, 0, 0, 4, 14, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 0, 2, 4, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 7, 0, 0, 0, 1, 1, 0, 14, 0, 0, 0, 1, 0, 0]
[1245, 47, 24, 45, 30, 39, 19, 6, 4, 15, 4, 4, 4, 2, 5, 4, 39, 4, 11, 2, 3, 0, 1, 1, 19, 0, 0, 0, 2, 2, 0, 1, 35, 16, 0, 1, 20, 5, 2, 4, 8, 2, 0, 1, 4, 0, 19, 8, 10, 1, 2, 4, 9, 0, 1, 0, 4, 1, 1, 1, 3, 1, 2, 0, 5, 3, 2, 4, 0, 4, 3, 4, 0, 3, 0, 0, 4, 2, 1, 3, 3, 0, 1, 2, 2, 2, 0, 0, 1, 0, 0, 1, 1, 0, 0, 22, 1, 17, 10, 10, 20, 27, 6, 8, 8, 13, 1, 2, 3, 12, 13, 17, 22, 1, 12, 23, 30, 6, 5, 2, 8, 6, 0, 0, 1, 1, 1, 1, 21, 0, 1, 1, 9, 3, 2, 0, 4, 0, 0, 0, 1, 0, 0, 28, 8, 0, 0, 0, 0, 0, 0, 0, 3, 14, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 2, 0, 2, 12, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 7, 0, 0, 5, 1, 0, 0, 13, 0, 0, 0, 1, 0, 0]
[1310, 43, 29, 42, 30, 25, 39, 7, 9, 20, 3, 6, 4, 4, 3, 3, 43, 6, 13, 4, 4, 0, 0, 1, 17, 0, 0, 0, 6, 2, 0, 2, 40, 25, 0, 1, 25, 1, 1, 7, 7, 1, 2, 1, 6, 1, 19, 0, 17, 2, 2, 3, 6, 1, 1, 0, 3, 1, 1, 0, 2, 0, 0, 1, 6, 3, 5, 2, 0, 5, 4, 2, 3, 2, 1, 1, 4, 1, 0, 2, 3, 0, 1, 3, 4, 0, 0, 0, 3, 0, 1, 0, 7, 0, 0, 14, 10, 11, 7, 6, 15, 21, 5, 8, 4, 9, 0, 1, 5, 12, 11, 9, 15, 0, 9, 21, 24, 6, 2, 0, 11, 6, 1, 0, 1, 0, 0, 1, 24, 0, 1, 0, 4, 0, 3, 0, 3, 0, 0, 0, 1, 0, 1, 34, 6, 2, 0, 0, 0, 0, 0, 0, 3, 20, 0, 0, 2, 0, 0, 0, 7, 0, 9, 1, 2, 0, 1, 1, 0, 0, 0, 0, 3, 0, 4, 14, 6, 2, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 11, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 2, 0, 0, 0, 1, 0, 0, 19, 0, 0, 0, 1, 0, 0]
[1338, 43, 29, 42, 30, 19, 45, 7, 5, 20, 3, 4, 5, 4, 3, 3, 52, 6, 14, 4, 4, 2, 0, 1, 17, 0, 0, 0, 6, 2, 0, 2, 35, 25, 0, 1, 28, 0, 1, 7, 7, 1, 2, 1, 5, 0, 18, 0, 6, 1, 1, 4, 5, 0, 0, 0, 3, 1, 1, 0, 2, 0, 0, 1, 8, 3, 4, 2, 0, 5, 4, 3, 4, 1, 1, 1, 4, 1, 1, 2, 8, 0, 1, 3, 4, 1, 0, 0, 2, 0, 1, 0, 2, 0, 0, 15, 17, 11, 7, 7, 13, 21, 5, 9, 3, 7, 0, 1, 4, 12, 11, 7, 15, 1, 7, 21, 25, 5, 2, 1, 11, 5, 0, 0, 1, 0, 1, 1, 24, 0, 1, 0, 3, 0, 3, 0, 2, 0, 1, 0, 5, 0, 1, 34, 2, 0, 0, 0, 0, 2, 0, 0, 3, 20, 0, 0, 1, 0, 1, 0, 6, 0, 9, 1, 2, 0, 1, 1, 0, 0, 0, 0, 3, 0, 5, 14, 6, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 7, 0, 0, 0, 1, 0, 0, 19, 0, 0, 0, 1, 0, 0]
[1341, 44, 35, 47, 23, 31, 35, 8, 4, 17, 3, 4, 4, 2, 5, 6, 38, 10, 12, 4, 3, 0, 3, 1, 17, 0, 0, 0, 5, 2, 0, 1, 35, 14, 0, 3, 22, 3, 2, 4, 12, 2, 0, 2, 3, 0, 19, 5, 13, 1, 2, 4, 9, 1, 1, 0, 4, 1, 2, 1, 2, 0, 1, 0, 10, 3, 2, 2, 0, 4, 3, 4, 0, 2, 0, 0, 8, 2, 1, 3, 7, 0, 2, 2, 2, 2, 0, 0, 1, 1, 0, 1, 0, 0, 0, 21, 2, 18, 9, 7, 23, 26, 5, 9, 7, 12, 0, 2, 2, 11, 13, 16, 23, 0, 10, 20, 27, 5, 5, 0, 9, 6, 1, 0, 1, 0, 1, 1, 24, 0, 1, 0, 7, 0, 6, 0, 2, 0, 0, 0, 1, 0, 0, 30, 4, 2, 0, 0, 0, 0, 0, 0, 4, 16, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8, 5, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 15, 0, 0, 0, 1, 0, 0]
[1734, 69, 25, 61, 62, 13, 9, 11, 9, 7, 8, 5, 5, 3, 3, 2, 32, 5, 10, 5, 3, 0, 0, 0, 10, 0, 0, 1, 5, 3, 0, 2, 26, 6, 0, 1, 9, 0, 0, 4, 4, 2, 1, 0, 3, 2, 31, 1, 8, 4, 8, 4, 4, 1, 2, 0, 0, 0, 3, 1, 3, 0, 0, 0, 2, 6, 4, 6, 1, 6, 5, 4, 5, 2, 0, 1, 10, 2, 1, 4, 12, 0, 1, 4, 4, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2, 40, 0, 29, 24, 7, 18, 35, 9, 12, 11, 17, 0, 0, 11, 6, 15, 14, 30, 2, 23, 30, 48, 11, 0, 0, 6, 6, 1, 1, 0, 0, 0, 2, 29, 1, 0, 0, 9, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 11, 0, 0, 0, 1, 0, 0, 0, 0, 11, 8, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7, 16, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 1, 0, 0]
[1562, 114, 36, 53, 49, 38, 34, 4, 22, 7, 10, 6, 5, 3, 6, 3, 19, 4, 5, 1, 5, 4, 4, 5, 9, 4, 3, 2, 4, 0, 6, 0, 34, 1, 2, 0, 3, 0, 1, 0, 11, 1, 1, 1, 2, 13, 50, 17, 20, 9, 6, 5, 13, 1, 7, 1, 4, 0, 1, 0, 9, 1, 1, 1, 16, 10, 2, 11, 6, 4, 2, 7, 12, 4, 3, 1, 9, 6, 4, 1, 2, 1, 7, 6, 2, 3, 2, 1, 2, 0, 1, 1, 1, 0, 0, 44, 1, 30, 15, 12, 14, 27, 6, 7, 13, 33, 4, 1, 23, 7, 31, 22, 12, 0, 23, 35, 27, 5, 5, 2, 6, 8, 1, 0, 0, 1, 0, 6, 1, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 9, 2, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 13, 1, 0, 0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 1, 0, 0, 0, 4, 2, 2, 0, 1, 0, 0, 2, 0, 0, 0, 0, 2, 4, 1, 0, 1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 0, 1, 0, 1, 0, 4, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 12, 6, 4, 6, 1, 19, 0, 4, 10, 4, 1, 2, 0, 0, 0, 0, 2, 7, 2, 0, 0, 1, 0, 0, 4, 0, 1, 0, 4, 0, 2]
[1806, 68, 21, 64, 64, 32, 10, 11, 16, 13, 8, 6, 6, 3, 3, 5, 44, 5, 13, 5, 2, 0, 0, 0, 10, 0, 1, 1, 5, 2, 0, 2, 35, 8, 0, 0, 12, 4, 3, 4, 7, 3, 1, 0, 5, 2, 31, 1, 9, 5, 8, 3, 4, 0, 3, 0, 1, 0, 3, 1, 2, 0, 1, 1, 1, 6, 4, 6, 13, 5, 5, 4, 1, 2, 0, 0, 10, 2, 1, 4, 6, 1, 1, 4, 7, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 40, 1, 34, 21, 9, 17, 32, 11, 12, 9, 19, 1, 0, 12, 6, 20, 10, 35, 2, 24, 33, 51, 10, 0, 1, 7, 6, 1, 0, 0, 1, 1, 2, 21, 1, 0, 0, 5, 5, 0, 0, 2, 0, 1, 0, 0, 0, 3, 21, 5, 0, 0, 0, 0, 2, 0, 0, 0, 12, 1, 0, 2, 1, 0, 1, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 2, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 2, 7, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 10, 16, 0, 0, 0, 1, 0, 0, 8, 0, 0, 0, 1, 0, 0]
[1543, 107, 54, 21, 63, 11, 45, 34, 16, 5, 6, 4, 5, 8, 5, 4, 47, 11, 11, 4, 9, 6, 13, 2, 3, 3, 4, 4, 8, 0, 5, 1, 26, 1, 1, 0, 3, 1, 0, 0, 6, 4, 1, 1, 0, 13, 33, 9, 21, 4, 6, 6, 6, 4, 0, 1, 8, 1, 2, 0, 0, 0, 1, 0, 13, 5, 0, 10, 2, 1, 1, 5, 13, 2, 0, 0, 4, 7, 1, 1, 5, 1, 2, 5, 7, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 40, 3, 27, 17, 12, 13, 37, 9, 6, 4, 34, 0, 2, 15, 9, 23, 15, 9, 0, 32, 30, 34, 3, 0, 2, 1, 7, 0, 0, 1, 0, 0, 1, 4, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 10, 2, 0, 11, 4, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 7, 1, 0, 16, 25, 1, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 2, 6, 0, 1, 0, 2, 0, 1, 0, 1, 0, 3, 0, 11, 4, 1, 0, 12, 1, 0, 0, 6, 0, 9, 1, 22, 0, 9, 1, 4, 2, 0, 0, 9, 0, 0, 1, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 4, 8, 17, 23, 26, 5, 36, 0, 0, 4, 8, 4, 10, 0, 1, 0, 0, 8, 0, 2, 8, 6, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0]






